date,hour,lines,free_hours,wrk_hours,income,expns,accidents,weather,marketshre_chng
2010-01-06,08:00:00,320,73,7,52.2,91.4,0,sunny,0.03
2010-01-06,09:00:00,82,75,5,94.2,68.5,0,cloudy,0.19
2010-01-06,10:00:00,65,59,21,126.5,251.7,0,cloudy,0.36
2010-01-06,11:00:00,343,71,9,105.4,114.3,0,sunny,0.82
2010-01-06,12:00:00,269,74,6,103.7,79.95,0,sunny,0.4
2010-01-06,13:00:00,241,71,9,64.1,114.3,1,cloudy,0.33
2010-01-06,14:00:00,1,70,10,73.3,125.75,0,cloudy,0.25
2010-01-06,15:00:00,171,79,1,181,22.7,0,sunny,0.56
2010-01-06,16:00:00,306,80,0,0,11.25,0,cloudy,-0.76
2010-01-06,17:00:00,51,79,1,169.6,22.7,1,cloudy,0.88
2010-01-06,18:00:00,105,54,26,158.6,308.95,0,sunny,-0.75
2010-01-06,19:00:00,405,50,30,141.1,354.75,0,sunny,0.4
2010-01-06,20:00:00,0,0,0,0,11.25,0,sunny,0.43
2010-01-06,21:00:00,0,0,0,0,11.25,0,sunny,0.39
2010-01-06,22:00:00,0,0,0,0,11.25,0,sunny,0.01
2010-01-06,23:00:00,0,0,0,0,11.25,0,cloudy,-0.37
2010-01-07,00:00:00,0,0,0,0,11.25,0,sunny,-0.57
2010-01-07,01:00:00,0,0,0,0,11.25,0,cloudy,0.71
2010-01-07,02:00:00,0,0,0,0,11.25,0,cloudy,-0.79
2010-01-07,03:00:00,0,0,0,0,11.25,1,sunny,0.35
2010-01-07,04:00:00,0,0,0,0,11.25,0,sunny,-0.03
2010-01-07,05:00:00,0,0,0,0,11.25,0,sunny,0.53
2010-01-07,06:00:00,120,58,22,35.5,263.15,0,sunny,0.03
2010-01-07,07:00:00,294,56,24,192.6,286.05,0,sunny,0.85
2010-01-07,08:00:00,243,57,23,170.6,274.6,0,cloudy,-0.77
2010-01-07,09:00:00,210,65,15,160.5,183,0,sunny,-0.4
2010-01-07,10:00:00,446,51,29,40.5,343.3,1,sunny,-0.24
2010-01-07,11:00:00,189,68,12,125.3,148.65,1,cloudy,0.08
2010-01-07,12:00:00,88,54,26,81.4,308.95,0,sunny,0.35
2010-01-07,13:00:00,151,67,13,166.9,160.1,0,cloudy,0.03
2010-01-07,14:00:00,314,60,20,193,240.25,0,sunny,0.1
2010-01-07,15:00:00,8,67,13,54.4,160.1,1,sunny,-0.64
2010-01-07,16:00:00,66,75,5,156.5,68.5,0,sunny,0.41
2010-01-07,17:00:00,398,67,13,77.8,160.1,0,sunny,-0.77
2010-01-07,18:00:00,340,57,23,32.8,274.6,0,cloudy,0.83
2010-01-07,19:00:00,262,64,16,57.9,194.45,0,cloudy,-0.2
2010-01-07,20:00:00,0,0,0,0,11.25,0,sunny,-0.07
2010-01-07,21:00:00,0,0,0,0,11.25,0,sunny,0.18
2010-01-07,22:00:00,0,0,0,0,11.25,0,sunny,-0.95
2010-01-07,23:00:00,0,0,0,0,11.25,1,cloudy,-0.98
2010-01-08,00:00:00,0,0,0,0,11.25,0,sunny,-0.13
2010-01-08,01:00:00,0,0,0,0,11.25,0,sunny,-0.4
2010-01-08,02:00:00,0,0,0,0,11.25,0,sunny,0.88
2010-01-08,03:00:00,0,0,0,0,11.25,0,sunny,-0.92
2010-01-08,04:00:00,0,0,0,0,11.25,0,sunny,0.69
2010-01-08,05:00:00,0,0,0,0,11.25,0,cloudy,0.99
2010-01-08,06:00:00,88,80,0,0,11.25,0,cloudy,0.73
2010-01-08,07:00:00,275,63,17,94.9,205.9,0,sunny,-0.96
2010-01-08,08:00:00,385,72,8,88.8,102.85,1,cloudy,-0.82
2010-01-08,09:00:00,439,63,17,80.7,205.9,0,sunny,-0.24
2010-01-08,10:00:00,461,53,27,99.6,320.4,0,sunny,0.78
2010-01-08,11:00:00,447,54,26,33.6,308.95,0,sunny,-0.75
2010-01-08,12:00:00,177,63,17,179.3,205.9,0,cloudy,0.78
2010-01-08,13:00:00,81,55,25,33,297.5,0,sunny,0.25
2010-01-08,14:00:00,271,55,25,28.2,297.5,0,sunny,0.16
2010-01-08,15:00:00,250,56,24,187,286.05,0,cloudy,0.6
2010-01-08,16:00:00,474,61,19,45,228.8,0,sunny,-0.69
2010-01-08,17:00:00,239,70,10,172.9,125.75,0,cloudy,0.69
2010-01-08,18:00:00,16,70,10,124.2,125.75,0,sunny,-0.27
2010-01-08,19:00:00,46,78,2,89.1,34.15,0,sunny,-0.97
2010-01-08,20:00:00,0,0,0,0,11.25,0,cloudy,0.46
2010-01-08,21:00:00,0,0,0,0,11.25,0,sunny,-0.93
2010-01-08,22:00:00,0,0,0,0,11.25,0,cloudy,0.55
2010-01-08,23:00:00,0,0,0,0,11.25,0,sunny,-0.06
2010-01-09,00:00:00,0,0,0,0,11.25,0,sunny,-0.84
2010-01-09,01:00:00,0,0,0,0,11.25,0,sunny,0.26
2010-01-09,02:00:00,0,0,0,0,11.25,0,sunny,-0.56
2010-01-09,03:00:00,0,0,0,0,11.25,0,sunny,0.15
2010-01-09,04:00:00,0,0,0,0,11.25,1,sunny,-0.83
2010-01-09,05:00:00,0,0,0,0,11.25,0,cloudy,-0.28
2010-01-09,06:00:00,129,55,25,77.9,297.5,0,cloudy,-0.53
2010-01-09,07:00:00,221,78,2,93.2,34.15,0,sunny,-0.3
2010-01-09,08:00:00,296,72,8,192.3,102.85,0,cloudy,-0.13
2010-01-09,09:00:00,453,56,24,97.2,286.05,0,sunny,0.8
2010-01-09,10:00:00,223,63,17,175.3,205.9,0,cloudy,-0.04
2010-01-09,11:00:00,455,52,28,122,331.85,0,sunny,0.2
2010-01-09,12:00:00,324,56,24,49.9,286.05,0,sunny,-0.8
2010-01-09,13:00:00,147,79,1,192.5,22.7,0,sunny,0.16
2010-01-09,14:00:00,260,53,27,70.5,320.4,1,sunny,0.1
2010-01-09,15:00:00,267,59,21,167.6,251.7,0,sunny,0.97
2010-01-09,16:00:00,348,51,29,37.8,343.3,0,sunny,-0.06
2010-01-09,17:00:00,343,74,6,126.7,79.95,0,sunny,0.96
2010-01-09,18:00:00,301,69,11,137.5,137.2,1,cloudy,-0.92
2010-01-09,19:00:00,450,61,19,76.9,228.8,0,sunny,0.29
2010-01-09,20:00:00,0,0,0,0,11.25,0,sunny,-0.16
2010-01-09,21:00:00,0,0,0,0,11.25,0,sunny,0.67
2010-01-09,22:00:00,0,0,0,0,11.25,0,sunny,-0.38
2010-01-09,23:00:00,0,0,0,0,11.25,0,sunny,0.32
2010-01-10,00:00:00,0,0,0,0,11.25,0,cloudy,-0.06
2010-01-10,01:00:00,0,0,0,0,11.25,0,sunny,-0.03
2010-01-10,02:00:00,0,0,0,0,11.25,0,sunny,0.61
2010-01-10,03:00:00,0,0,0,0,11.25,0,sunny,-0.66
2010-01-10,04:00:00,0,0,0,0,11.25,0,cloudy,0.25
2010-01-10,05:00:00,0,0,0,0,11.25,0,sunny,-0.51
2010-01-10,06:00:00,455,69,11,95.4,137.2,0,cloudy,0.77
2010-01-10,07:00:00,77,66,14,37.5,171.55,0,sunny,0.15
2010-01-10,08:00:00,405,51,29,61.9,343.3,1,cloudy,0.92
2010-01-10,09:00:00,182,60,20,63.4,240.25,0,sunny,0.16
2010-01-10,10:00:00,49,76,4,128.1,57.05,0,cloudy,-0.72
2010-01-10,11:00:00,57,53,27,73.4,320.4,0,sunny,-0.1
2010-01-10,12:00:00,156,71,9,51.3,114.3,0,cloudy,0.45
2010-01-10,13:00:00,161,67,13,146.2,160.1,1,sunny,-0.37
2010-01-10,14:00:00,279,80,0,0,11.25,0,sunny,0.85
2010-01-10,15:00:00,370,57,23,124.9,274.6,0,cloudy,0.76
2010-01-10,16:00:00,319,53,27,140.7,320.4,0,sunny,0.18
2010-01-10,17:00:00,382,71,9,60.2,114.3,0,sunny,0.7
2010-01-10,18:00:00,477,56,24,75.8,286.05,0,cloudy,0.31
2010-01-10,19:00:00,373,67,13,108,160.1,0,sunny,-0.75
2010-01-10,20:00:00,7,79,1,191,22.7,0,sunny,0.14
2010-01-10,21:00:00,0,0,0,0,11.25,0,cloudy,-0.57
2010-01-10,22:00:00,0,0,0,0,11.25,0,sunny,0.87
2010-01-10,23:00:00,0,0,0,0,11.25,0,sunny,0.32
2010-01-11,00:00:00,0,0,0,0,11.25,0,sunny,0.36
2010-01-11,01:00:00,0,0,0,0,11.25,0,sunny,-0.35
2010-01-11,02:00:00,0,0,0,0,11.25,0,sunny,0.17
2010-01-11,03:00:00,0,0,0,0,11.25,0,sunny,0.63
2010-01-11,04:00:00,0,0,0,0,11.25,0,sunny,0.19
2010-01-11,05:00:00,0,0,0,0,11.25,0,sunny,-0.34
2010-01-11,06:00:00,0,0,0,0,11.25,0,cloudy,-0.68
2010-01-11,07:00:00,444,62,18,89.9,217.35,0,sunny,-0.26
2010-01-11,08:00:00,350,66,14,26,171.55,0,sunny,-0.11
2010-01-11,09:00:00,68,73,7,192.3,91.4,0,cloudy,0.34
2010-01-11,10:00:00,480,54,26,79.5,308.95,1,cloudy,0.89
2010-01-11,11:00:00,496,69,11,171.5,137.2,0,sunny,-0.32
2010-01-11,12:00:00,246,76,4,76.1,57.05,0,sunny,0.48
2010-01-11,13:00:00,469,60,20,103.1,240.25,0,sunny,-0.52
2010-01-11,14:00:00,390,80,0,0,11.25,0,sunny,-0.96
2010-01-11,15:00:00,110,75,5,172,68.5,0,cloudy,0.08
2010-01-11,16:00:00,455,64,16,45.9,194.45,0,sunny,0.67
2010-01-11,17:00:00,101,75,5,189.8,68.5,0,sunny,0.53
2010-01-11,18:00:00,335,68,12,119.6,148.65,0,sunny,-0.06
2010-01-11,19:00:00,398,59,21,66.3,251.7,0,cloudy,0.59
2010-01-11,20:00:00,372,51,29,173.6,343.3,0,sunny,-0.55
2010-01-11,21:00:00,0,0,0,0,11.25,0,sunny,-0.5
2010-01-11,22:00:00,0,0,0,0,11.25,0,sunny,-0.18
2010-01-11,23:00:00,0,0,0,0,11.25,0,sunny,0.36
2010-01-12,00:00:00,0,0,0,0,11.25,0,cloudy,0.78
2010-01-12,01:00:00,0,0,0,0,11.25,0,sunny,0.43
2010-01-12,02:00:00,0,0,0,0,11.25,0,sunny,0.11
2010-01-12,03:00:00,0,0,0,0,11.25,0,sunny,0.11
2010-01-12,04:00:00,0,0,0,0,11.25,0,sunny,-0.66
2010-01-12,05:00:00,0,0,0,0,11.25,0,cloudy,0.18
2010-01-12,06:00:00,0,0,0,0,11.25,0,cloudy,-0.74
2010-01-12,07:00:00,422,77,3,147.1,45.6,0,sunny,0.55
2010-01-12,08:00:00,39,58,22,36.2,263.15,1,cloudy,-0.81
2010-01-12,09:00:00,9,70,10,58.1,125.75,0,sunny,-0.15
2010-01-12,10:00:00,492,62,18,23.1,217.35,0,sunny,-0.07
2010-01-12,11:00:00,61,68,12,105.8,148.65,0,sunny,0.6
2010-01-12,12:00:00,281,74,6,116,79.95,0,sunny,-0.18
2010-01-12,13:00:00,86,50,30,137.6,354.75,0,cloudy,0.75
2010-01-12,14:00:00,1,53,27,140.1,320.4,0,sunny,0.7
2010-01-12,15:00:00,334,67,13,107.5,160.1,0,sunny,-0.2
2010-01-12,16:00:00,383,51,29,194,343.3,0,sunny,-0.97
2010-01-12,17:00:00,198,57,23,109,274.6,0,sunny,-0.54
2010-01-12,18:00:00,500,55,25,64.5,297.5,0,cloudy,-0.73
2010-01-12,19:00:00,332,67,13,45.5,160.1,0,sunny,-0.79
2010-01-12,20:00:00,202,77,3,57.9,45.6,0,sunny,-0.37
2010-01-12,21:00:00,0,0,0,0,11.25,0,sunny,-0.01
2010-01-12,22:00:00,0,0,0,0,11.25,0,cloudy,0.88
2010-01-12,23:00:00,0,0,0,0,11.25,0,cloudy,-0.23
2010-01-13,00:00:00,0,0,0,0,11.25,0,sunny,0.16
2010-01-13,01:00:00,0,0,0,0,11.25,0,sunny,-0.66
2010-01-13,02:00:00,0,0,0,0,11.25,0,sunny,-0.26
2010-01-13,03:00:00,0,0,0,0,11.25,0,cloudy,0.06
2010-01-13,04:00:00,0,0,0,0,11.25,0,sunny,0.24
2010-01-13,05:00:00,0,0,0,0,11.25,0,sunny,-0.25
2010-01-13,06:00:00,0,0,0,0,11.25,0,cloudy,0.99
2010-01-13,07:00:00,327,63,17,107.6,205.9,0,cloudy,-0.57
2010-01-13,08:00:00,312,74,6,185.4,79.95,0,sunny,0.96
2010-01-13,09:00:00,130,74,6,22.1,79.95,0,sunny,-0.78
2010-01-13,10:00:00,301,65,15,123.1,183,0,sunny,0.61
2010-01-13,11:00:00,74,66,14,43,171.55,0,sunny,0.13
2010-01-13,12:00:00,164,77,3,76.8,45.6,0,sunny,0.66
2010-01-13,13:00:00,451,79,1,98,22.7,0,cloudy,0.6
2010-01-13,14:00:00,367,50,30,80.3,354.75,0,cloudy,0.09
2010-01-13,15:00:00,222,52,28,88.5,331.85,0,sunny,-0.09
2010-01-13,16:00:00,444,65,15,148.7,183,0,sunny,-0.9
2010-01-13,17:00:00,63,50,30,190.7,354.75,0,sunny,0.52
2010-01-13,18:00:00,423,61,19,22.2,228.8,0,sunny,-0.26
2010-01-13,19:00:00,420,58,22,140.1,263.15,0,cloudy,-0.03
2010-01-13,20:00:00,111,79,1,94.3,22.7,0,sunny,0.12
2010-01-13,21:00:00,0,0,0,0,11.25,0,cloudy,0.65
2010-01-13,22:00:00,0,0,0,0,11.25,0,sunny,0.94
2010-01-13,23:00:00,0,0,0,0,11.25,0,cloudy,0.42
2010-01-14,00:00:00,0,0,0,0,11.25,0,cloudy,0.57
2010-01-14,01:00:00,0,0,0,0,11.25,0,sunny,-0.29
2010-01-14,02:00:00,0,0,0,0,11.25,0,sunny,-0.94
2010-01-14,03:00:00,0,0,0,0,11.25,0,cloudy,0.32
2010-01-14,04:00:00,0,0,0,0,11.25,0,cloudy,-0.2
2010-01-14,05:00:00,0,0,0,0,11.25,0,sunny,-0.15
2010-01-14,06:00:00,0,0,0,0,11.25,0,cloudy,-0.58
2010-01-14,07:00:00,370,56,24,46.6,286.05,0,sunny,-0.89
2010-01-14,08:00:00,228,52,28,39.7,331.85,0,cloudy,0.6
2010-01-14,09:00:00,469,58,22,168.3,263.15,0,sunny,-0.19
2010-01-14,10:00:00,500,70,10,104.3,125.75,0,cloudy,0.74
2010-01-14,11:00:00,396,68,12,100.4,148.65,0,cloudy,-0.06
2010-01-14,12:00:00,75,50,30,81.8,354.75,0,cloudy,-0.08
2010-01-14,13:00:00,441,73,7,128,91.4,1,sunny,-0.68
2010-01-14,14:00:00,311,67,13,121.2,160.1,0,cloudy,-0.03
2010-01-14,15:00:00,221,52,28,64.8,331.85,0,cloudy,0.59
2010-01-14,16:00:00,362,56,24,170.2,286.05,0,sunny,0.72
2010-01-14,17:00:00,427,51,29,120.3,343.3,0,sunny,0.73
2010-01-14,18:00:00,3,75,5,145.7,68.5,0,cloudy,-0.4
2010-01-14,19:00:00,434,54,26,33,308.95,0,sunny,0.01
2010-01-14,20:00:00,137,79,1,50.3,22.7,0,sunny,-0.56
2010-01-14,21:00:00,0,0,0,0,11.25,0,cloudy,0.24
2010-01-14,22:00:00,0,0,0,0,11.25,0,sunny,-0.06
2010-01-14,23:00:00,0,0,0,0,11.25,0,sunny,-0.21
2010-01-15,00:00:00,0,0,0,0,11.25,0,sunny,0.89
2010-01-15,01:00:00,0,0,0,0,11.25,0,cloudy,0.62
2010-01-15,02:00:00,0,0,0,0,11.25,0,cloudy,-0.65
2010-01-15,03:00:00,0,0,0,0,11.25,0,sunny,-0.13
2010-01-15,04:00:00,0,0,0,0,11.25,0,sunny,-0.77
2010-01-15,05:00:00,0,0,0,0,11.25,0,sunny,-0.54
2010-01-15,06:00:00,0,0,0,0,11.25,0,cloudy,0.42
2010-01-15,07:00:00,9,61,19,88.1,228.8,0,cloudy,0.32
2010-01-15,08:00:00,154,52,28,145.1,331.85,0,cloudy,-0.61
2010-01-15,09:00:00,32,63,17,40.7,205.9,0,sunny,-0.88
2010-01-15,10:00:00,231,75,5,84,68.5,0,cloudy,0.85
2010-01-15,11:00:00,362,74,6,187.5,79.95,0,cloudy,-0.04
2010-01-15,12:00:00,9,69,11,32.7,137.2,1,sunny,0.69
2010-01-15,13:00:00,360,64,16,110.1,194.45,0,sunny,0.42
2010-01-15,14:00:00,116,79,1,115.2,22.7,0,cloudy,-0.27
2010-01-15,15:00:00,495,65,15,33.9,183,0,sunny,0.01
2010-01-15,16:00:00,172,59,21,140.2,251.7,0,sunny,-0.29
2010-01-15,17:00:00,39,67,13,26,160.1,1,cloudy,0.8
2010-01-15,18:00:00,239,69,11,69.2,137.2,0,sunny,-0.55
2010-01-15,19:00:00,388,63,17,95.6,205.9,0,sunny,-0.22
2010-01-15,20:00:00,366,73,7,103.4,91.4,0,sunny,0.67
2010-01-15,21:00:00,0,0,0,0,11.25,1,sunny,-0.29
2010-01-15,22:00:00,0,0,0,0,11.25,0,sunny,-0.71
2010-01-15,23:00:00,0,0,0,0,11.25,0,sunny,-0.98
2010-01-16,00:00:00,0,0,0,0,11.25,0,sunny,-0.45
2010-01-16,01:00:00,0,0,0,0,11.25,0,cloudy,-0.29
2010-01-16,02:00:00,0,0,0,0,11.25,0,sunny,0.82
2010-01-16,03:00:00,0,0,0,0,11.25,1,cloudy,0.29
2010-01-16,04:00:00,0,0,0,0,11.25,0,sunny,0.76
2010-01-16,05:00:00,0,0,0,0,11.25,0,sunny,-0.08
2010-01-16,06:00:00,0,0,0,0,11.25,0,sunny,-0.36
2010-01-16,07:00:00,218,63,17,89.9,205.9,0,sunny,0.31
2010-01-16,08:00:00,252,66,14,192.5,171.55,0,sunny,-0.17
2010-01-16,09:00:00,483,74,6,189.6,79.95,0,sunny,0.52
2010-01-16,10:00:00,486,74,6,126.3,79.95,0,sunny,0.98
2010-01-16,11:00:00,33,62,18,110.3,217.35,0,cloudy,-0.29
2010-01-16,12:00:00,368,77,3,20.3,45.6,0,sunny,-0.09
2010-01-16,13:00:00,135,62,18,105.2,217.35,0,cloudy,-0.43
2010-01-16,14:00:00,292,58,22,173,263.15,0,sunny,0.65
2010-01-16,15:00:00,366,64,16,164.1,194.45,0,cloudy,0.41
2010-01-16,16:00:00,442,67,13,125.3,160.1,0,sunny,-0.23
2010-01-16,17:00:00,359,50,30,167.6,354.75,0,sunny,-0.84
